purchase_year_month,seller_display_id,revenue,orders,units_sold
2018-07,SELL-000750,235.2,2,2
2018-07,SELL-001921,234.61,1,1
2018-07,SELL-001458,234.28,4,4
2018-07,SELL-001452,233.97,1,1
2018-07,SELL-001088,233.61,3,3
2018-07,SELL-001171,232.92,3,3
2018-07,SELL-000551,232.67,2,2
2018-07,SELL-000411,231.95,2,2
2018-07,SELL-002768,231.64,2,2
2018-07,SELL-002643,231.61,2,2
2018-07,SELL-000292,230.88,7,7
2018-07,SELL-000454,229.63,2,3
2018-07,SELL-001561,229.37,1,1
2018-07,SELL-000089,228.09,2,2
2018-07,SELL-000483,227.51,2,2
2018-07,SELL-002016,227.33,2,2
2018-07,SELL-002516,227.12,3,3
2018-07,SELL-000820,225.25,1,1
2018-07,SELL-000874,224.64,4,5
2018-07,SELL-003044,224.57,1,1
2018-07,SELL-002862,224.05,1,1
2018-07,SELL-000160,223.19,1,1
2018-07,SELL-002459,222.64,4,4
2018-07,SELL-002501,221.48,3,3
2018-07,SELL-000034,221.48,1,2
2018-07,SELL-002747,221.28,1,1
2018-07,SELL-001261,220.72,3,4
2018-07,SELL-001516,220.19,3,3
2018-07,SELL-000971,219.44,1,2
2018-07,SELL-000365,218.62,1,1
2018-07,SELL-003063,218.13,2,2
2018-07,SELL-000671,217.52,1,1
2018-07,SELL-002605,217.32,1,1
2018-07,SELL-001398,217.22,1,2
2018-07,SELL-002481,217.15,1,1
2018-07,SELL-001437,215.36,2,3
2018-07,SELL-001637,214.64,3,3
2018-07,SELL-002278,214.47,2,2
2018-07,SELL-000683,213.48,2,3
2018-07,SELL-002665,212.22,1,1
2018-07,SELL-001067,211.97,1,1
2018-07,SELL-001864,211.67,2,2
2018-07,SELL-002300,211.41,1,1
2018-07,SELL-002997,211.4,4,4
2018-07,SELL-000866,210.41,2,5
2018-07,SELL-001774,210.19,3,3
2018-07,SELL-002596,208.54,4,4
2018-07,SELL-001177,207.13,2,2
2018-07,SELL-000471,206.64,2,3
2018-07,SELL-002891,205.39,4,4
2018-07,SELL-002279,205.19,4,4
2018-07,SELL-002548,204.99,2,2
2018-07,SELL-001540,204.81,1,1
2018-07,SELL-001839,204.06,1,1
2018-07,SELL-000403,203.89,1,1
2018-07,SELL-002745,203.82,4,5
2018-07,SELL-001106,203.77,1,1
2018-07,SELL-001603,203.7,2,2
2018-07,SELL-001977,203.06,3,3
2018-07,SELL-001170,201.52,2,2
2018-07,SELL-002566,201.34,1,1
2018-07,SELL-002576,201.23,1,1
2018-07,SELL-000769,200.5,2,4
2018-07,SELL-002584,200.38,4,4
2018-07,SELL-000547,199.29,2,2
2018-07,SELL-002950,198.75,7,7
2018-07,SELL-002229,198.69,1,1
2018-07,SELL-000652,198.33,2,2
2018-07,SELL-003074,198.15,3,3
2018-07,SELL-002388,197.09,1,1
2018-07,SELL-002486,197.0,2,2
2018-07,SELL-002572,196.25,2,3
2018-07,SELL-000093,196.2,2,2
2018-07,SELL-001776,194.98,3,3
2018-07,SELL-001349,194.32,1,1
2018-07,SELL-000032,193.19,1,1
2018-07,SELL-000784,193.0,3,3
2018-07,SELL-002149,192.95,2,2
2018-07,SELL-002651,192.85,3,3
2018-07,SELL-000951,192.49,1,1
2018-07,SELL-001898,191.89,1,1
2018-07,SELL-001542,191.65,2,2
2018-07,SELL-002026,191.4,1,1
2018-07,SELL-001102,191.14,2,2
2018-07,SELL-002143,191.13,2,2
2018-07,SELL-000244,189.38,1,1
2018-07,SELL-002849,188.99,1,1
2018-07,SELL-000418,188.89,1,1
2018-07,SELL-000589,188.49,2,2
2018-07,SELL-000897,188.28,1,1
2018-07,SELL-001850,188.04,2,2
2018-07,SELL-000821,187.15,1,1
2018-07,SELL-001755,186.64,4,5
2018-07,SELL-001760,186.39,1,1
2018-07,SELL-001232,186.29,2,2
2018-07,SELL-002529,186.16,1,1
2018-07,SELL-002182,184.52,1,1
2018-07,SELL-000465,184.05,2,3
2018-07,SELL-000196,183.79,2,2
2018-07,SELL-000231,182.85,1,1
2018-07,SELL-002756,182.66,2,3
2018-07,SELL-000058,182.56,2,2
2018-07,SELL-003069,181.53,1,1
2018-07,SELL-002807,181.41,1,1
2018-07,SELL-001115,180.57,1,1
2018-07,SELL-000935,180.47,1,1
2018-07,SELL-000121,180.07,2,2
2018-07,SELL-000724,179.62,2,2
2018-07,SELL-001571,179.12,2,8
2018-07,SELL-001780,179.12,1,1
2018-07,SELL-002828,178.34,7,7
2018-07,SELL-000225,178.22,1,1
2018-07,SELL-002057,178.21,1,1
2018-07,SELL-002796,178.14,3,6
2018-07,SELL-002404,177.58,3,3
2018-07,SELL-002290,177.13,1,2
2018-07,SELL-002685,175.09,1,1
2018-07,SELL-001587,174.86,1,1
2018-07,SELL-002506,174.21,1,1
2018-07,SELL-000031,173.85,1,1
2018-07,SELL-000381,173.68,1,1
2018-07,SELL-000079,173.41,3,3
2018-07,SELL-002141,173.25,2,3
2018-07,SELL-001563,173.13,2,2
2018-07,SELL-001074,173.12,1,1
2018-07,SELL-000086,172.76,1,1
2018-07,SELL-000161,172.46,4,4
2018-07,SELL-001989,172.36,2,2
2018-07,SELL-002543,172.08,1,1
2018-07,SELL-002104,172.08,1,3
2018-07,SELL-002223,171.03,1,1
2018-07,SELL-001056,170.78,2,3
2018-07,SELL-001728,170.69,3,5
2018-07,SELL-001471,170.16,2,2
2018-07,SELL-001853,170.02,2,2
2018-07,SELL-000783,169.32,1,1
2018-07,SELL-000510,168.8,2,2
2018-07,SELL-000078,168.65,3,3
2018-07,SELL-000967,167.96,1,1
2018-07,SELL-002804,167.68,2,2
2018-07,SELL-000240,167.3,3,3
2018-07,SELL-000441,166.46,1,1
2018-07,SELL-000002,166.04,1,1
2018-07,SELL-001857,165.45,3,3
2018-07,SELL-002200,164.07,4,4
2018-07,SELL-001592,163.61,1,1
2018-07,SELL-002914,163.38,1,1
2018-07,SELL-001947,162.84,2,2
2018-07,SELL-000892,162.54,1,1
2018-07,SELL-001192,162.31,1,1
2018-07,SELL-002892,162.13,2,3
2018-07,SELL-000679,161.37,1,1
2018-07,SELL-002734,161.16,2,2
2018-07,SELL-000455,161.1,1,2
2018-07,SELL-001565,160.86,2,2
2018-07,SELL-000416,160.2,2,2
2018-07,SELL-001858,160.05,1,1
2018-07,SELL-000834,159.82,2,2
2018-07,SELL-000803,158.98,1,1
2018-07,SELL-000984,157.89,3,3
2018-07,SELL-001523,157.35,3,3
2018-07,SELL-001176,157.29,1,1
2018-07,SELL-002031,157.24,1,1
2018-07,SELL-001389,156.16,1,1
2018-07,SELL-002127,154.95,2,2
2018-07,SELL-002659,153.46,2,2
2018-07,SELL-002178,152.91,1,1
2018-07,SELL-000981,152.8,3,3
2018-07,SELL-000275,152.72,1,1
2018-07,SELL-000528,150.93,3,3
2018-07,SELL-000328,149.58,2,2
2018-07,SELL-000754,149.58,2,2
2018-07,SELL-002612,149.04,1,1
2018-07,SELL-000337,148.87,2,2
2018-07,SELL-001282,148.12,2,2
2018-07,SELL-000680,148.01,1,1
2018-07,SELL-000901,147.75,3,3
2018-07,SELL-001124,147.7,1,1
2018-07,SELL-000410,147.65,1,1
2018-07,SELL-000237,147.59,1,1
2018-07,SELL-002929,147.14,1,1
2018-07,SELL-003033,147.14,1,1
2018-07,SELL-002728,147.02,1,1
2018-07,SELL-001564,146.98,2,2
2018-07,SELL-000635,146.97,2,2
2018-07,SELL-000201,146.55,4,4
2018-07,SELL-000540,143.99,1,1
2018-07,SELL-002322,143.98,1,1
2018-07,SELL-000159,143.54,1,1
2018-07,SELL-002025,141.83,1,1
2018-07,SELL-002029,141.33,2,2
2018-07,SELL-003070,140.76,2,2
2018-07,SELL-000577,140.15,2,2
2018-07,SELL-000010,139.08,1,1
2018-07,SELL-000101,138.94,1,1
2018-07,SELL-000036,138.1,1,1
2018-07,SELL-001551,137.14,5,5
2018-07,SELL-000632,137.02,1,1
2018-07,SELL-002636,136.83,2,3
2018-07,SELL-000260,136.76,1,1
2018-07,SELL-001722,136.71,2,2
2018-07,SELL-002824,136.38,2,2
2018-07,SELL-003092,136.38,2,2
2018-07,SELL-002808,136.26,1,6
2018-07,SELL-002383,135.84,1,1
2018-07,SELL-001210,135.5,2,3
2018-07,SELL-001700,135.28,1,1
2018-07,SELL-001364,135.06,1,2
2018-07,SELL-001656,134.11,2,2
2018-07,SELL-001737,133.94,1,1
2018-07,SELL-001264,133.84,1,1
2018-07,SELL-001546,133.39,3,3
2018-07,SELL-001936,132.38,2,2
2018-07,SELL-001257,131.26,2,2
2018-07,SELL-000390,130.59,2,2
2018-07,SELL-002492,130.15,1,1
2018-07,SELL-001617,128.95,1,1
2018-07,SELL-002350,128.88,1,2
2018-07,SELL-001006,128.77,1,1
2018-07,SELL-003060,128.5,1,1
2018-07,SELL-002069,128.49,1,1
2018-07,SELL-001373,128.42,1,1
2018-07,SELL-000324,128.27,2,2
2018-07,SELL-000573,127.66,1,2
2018-07,SELL-000339,127.28,1,1
2018-07,SELL-000189,126.81,3,3
2018-07,SELL-001137,126.36,1,1
2018-07,SELL-002696,126.22,1,1
2018-07,SELL-001152,125.26,1,1
2018-07,SELL-002078,124.82,1,1
2018-07,SELL-000165,124.54,1,1
2018-07,SELL-000568,124.41,1,3
2018-07,SELL-001951,124.32,2,2
2018-07,SELL-000208,123.69,2,2
2018-07,SELL-002936,123.17,2,2
2018-07,SELL-000915,122.55,1,1
2018-07,SELL-001394,122.42,1,1
2018-07,SELL-001495,122.0,1,2
2018-07,SELL-000154,121.04,1,1
2018-07,SELL-001912,120.81,2,3
2018-07,SELL-001290,120.61,1,1
2018-07,SELL-001262,119.46,2,2
2018-07,SELL-002321,119.42,1,1
2018-07,SELL-001354,118.87,1,1
2018-07,SELL-002677,118.8,1,1
2018-07,SELL-001469,118.74,1,2
2018-07,SELL-000467,118.59,1,1
2018-07,SELL-002063,118.18,2,2
2018-07,SELL-002687,117.71,1,1
2018-07,SELL-000248,117.61,1,1
2018-07,SELL-000340,117.49,1,1
2018-07,SELL-001643,116.99,1,1
2018-07,SELL-000583,116.92,2,2
2018-07,SELL-001740,116.79,1,1
2018-07,SELL-001580,116.56,2,2
2018-07,SELL-002390,116.05,1,1
2018-07,SELL-000995,115.86,1,1
2018-07,SELL-002621,115.81,1,1
2018-07,SELL-001280,115.7,1,1
2018-07,SELL-001633,115.48,1,1
2018-07,SELL-000449,115.11,2,2
2018-07,SELL-001909,114.18,1,1
2018-07,SELL-001620,113.65,1,1
2018-07,SELL-000927,112.32,1,1
2018-07,SELL-001387,111.98,1,1
2018-07,SELL-001377,111.12,1,1
2018-07,SELL-002569,110.51,1,1
2018-07,SELL-000682,110.24,2,2
2018-07,SELL-000168,110.2,2,2
2018-07,SELL-001881,110.0,1,1
2018-07,SELL-002264,109.9,2,2
2018-07,SELL-000246,109.72,1,1
2018-07,SELL-002667,109.12,1,1
2018-07,SELL-002032,108.63,1,1
2018-07,SELL-001155,107.75,2,2
2018-07,SELL-003002,106.27,2,2
2018-07,SELL-001337,105.85,3,3
2018-07,SELL-000392,105.39,2,3
2018-07,SELL-000083,105.33,1,1
2018-07,SELL-000452,105.16,1,2
2018-07,SELL-000394,104.95,2,2
2018-07,SELL-000103,104.66,2,2
2018-07,SELL-003090,104.51,2,2
2018-07,SELL-002033,104.11,1,1
2018-07,SELL-001708,104.0,1,2
2018-07,SELL-001272,103.87,1,1
2018-07,SELL-002187,103.7,1,1
2018-07,SELL-002312,102.64,2,2
2018-07,SELL-001965,102.48,1,1
2018-07,SELL-000606,101.21,1,1
2018-07,SELL-001869,101.17,2,2
2018-07,SELL-001644,100.49,2,2
2018-07,SELL-001417,100.06,1,2
2018-07,SELL-000725,99.75,1,1
2018-07,SELL-001023,99.37,1,1
2018-07,SELL-002461,98.56,1,1
2018-07,SELL-001761,98.42,1,1
2018-07,SELL-000335,98.35,2,2
2018-07,SELL-002776,98.19,2,2
2018-07,SELL-002597,97.78,1,1
2018-07,SELL-002159,96.88,1,1
2018-07,SELL-000965,96.73,2,2
2018-07,SELL-001465,95.98,2,2
2018-07,SELL-000007,94.74,1,1
2018-07,SELL-000849,94.65,1,1
2018-07,SELL-002928,94.51,2,2
2018-07,SELL-000871,94.04,1,2
2018-07,SELL-000627,93.63,1,1
2018-07,SELL-001159,93.63,1,1
2018-07,SELL-000046,93.59,1,1
2018-07,SELL-003072,93.54,1,1
2018-07,SELL-003084,93.54,1,1
2018-07,SELL-000194,93.52,1,1
2018-07,SELL-001284,93.22,1,1
2018-07,SELL-002241,93.13,1,1
2018-07,SELL-002357,92.76,1,1
2018-07,SELL-001012,91.53,1,1
2018-07,SELL-001361,91.08,1,1
2018-07,SELL-001046,91.04,1,1
2018-07,SELL-003048,90.99,2,2
2018-07,SELL-001101,90.66,1,3
2018-07,SELL-000375,90.41,1,1
2018-07,SELL-001090,89.88,2,2
2018-07,SELL-000021,89.0,1,1
2018-07,SELL-001432,88.83,3,3
2018-07,SELL-002384,88.71,1,1
2018-07,SELL-002232,88.62,1,1
2018-07,SELL-002762,88.49,1,1
2018-07,SELL-000382,88.13,1,1
2018-07,SELL-001369,87.57,2,2
2018-07,SELL-001690,87.48,1,1
2018-07,SELL-002380,87.42,1,1
2018-07,SELL-001135,87.0,1,2
2018-07,SELL-001275,86.82,2,2
2018-07,SELL-002582,86.56,1,1
2018-07,SELL-002360,86.25,1,1
2018-07,SELL-000674,85.74,1,1
2018-07,SELL-000242,85.67,1,1
2018-07,SELL-002603,85.63,1,1
2018-07,SELL-000430,85.54,1,1
2018-07,SELL-000949,85.49,1,1
2018-07,SELL-000970,84.69,1,1
2018-07,SELL-000417,83.82,1,1
2018-07,SELL-000364,83.52,1,1
2018-07,SELL-001138,83.52,4,4
2018-07,SELL-002296,83.26,1,1
2018-07,SELL-001914,83.22,1,1
2018-07,SELL-001621,82.82,1,1
2018-07,SELL-000105,82.74,1,1
2018-07,SELL-002697,82.68,1,1
2018-07,SELL-002083,82.64,2,2
2018-07,SELL-000552,81.78,1,1
2018-07,SELL-002396,81.72,1,2
2018-07,SELL-002269,81.56,2,2
2018-07,SELL-001470,81.51,1,1
2018-07,SELL-000419,81.23,1,1
2018-07,SELL-000883,79.91,2,2
2018-07,SELL-002972,79.17,3,3
2018-07,SELL-002781,79.13,2,2
2018-07,SELL-002901,78.96,1,2
2018-07,SELL-001892,78.93,1,1
2018-07,SELL-000172,78.55,1,1
2018-07,SELL-002839,78.44,1,1
2018-07,SELL-000869,78.19,1,1
2018-07,SELL-001648,77.91,1,1
2018-07,SELL-001195,77.1,1,1
2018-07,SELL-001291,76.64,1,1
2018-07,SELL-002207,76.37,1,1
2018-07,SELL-000391,75.15,1,1
2018-07,SELL-001149,74.51,1,1
2018-07,SELL-001679,74.51,1,1
2018-07,SELL-001654,74.49,1,1
2018-07,SELL-001683,74.19,1,1
2018-07,SELL-001218,73.49,1,1
2018-07,SELL-001366,73.4,1,1
2018-07,SELL-002780,73.05,1,1
2018-07,SELL-000176,72.18,1,1
2018-07,SELL-001256,72.18,1,3
2018-07,SELL-002235,72.17,1,1
2018-07,SELL-002647,72.13,2,2
2018-07,SELL-000439,71.45,1,1
2018-07,SELL-002753,71.34,1,1
2018-07,SELL-002122,70.43,1,1
2018-07,SELL-002464,70.18,2,2
2018-07,SELL-000644,69.54,1,1
2018-07,SELL-002803,69.53,1,1
2018-07,SELL-002198,68.62,1,1
2018-07,SELL-001655,68.46,1,1
2018-07,SELL-000521,68.35,1,1
2018-07,SELL-001043,68.35,1,1
2018-07,SELL-000667,67.49,1,1
2018-07,SELL-001816,67.44,1,1
2018-07,SELL-002961,67.44,1,1
2018-07,SELL-000257,66.42,1,1
2018-07,SELL-000349,65.44,1,1
2018-07,SELL-002574,65.44,1,1
2018-07,SELL-001545,64.41,2,2
2018-07,SELL-002515,64.32,1,1
2018-07,SELL-000460,64.22,1,1
2018-07,SELL-002508,63.29,2,2
2018-07,SELL-000156,63.03,1,1
2018-07,SELL-002124,63.01,1,1
2018-07,SELL-002073,62.8,1,1
2018-07,SELL-001907,62.54,1,1
2018-07,SELL-000799,62.46,2,2
2018-07,SELL-000341,62.11,1,1
2018-07,SELL-002117,61.3,1,1
2018-07,SELL-001078,60.93,2,2
2018-07,SELL-002553,60.63,1,1
2018-07,SELL-000580,60.42,1,1
2018-07,SELL-001800,60.4,1,1
2018-07,SELL-000436,60.33,1,1
2018-07,SELL-000040,59.67,2,2
2018-07,SELL-002841,59.62,2,2
2018-07,SELL-002958,59.25,1,1
2018-07,SELL-000647,58.38,1,1
2018-07,SELL-002281,58.29,1,1
2018-07,SELL-001071,58.28,1,1
2018-07,SELL-002001,58.28,1,1
2018-07,SELL-001682,57.88,1,1
2018-07,SELL-001505,57.67,1,1
2018-07,SELL-002826,57.6,2,2
2018-07,SELL-002213,57.36,1,1
2018-07,SELL-000233,57.27,1,1
2018-07,SELL-002418,57.07,1,1
2018-07,SELL-001796,56.95,1,1
2018-07,SELL-001635,56.6,1,1
2018-07,SELL-002491,56.47,1,1
2018-07,SELL-000534,56.11,2,2
2018-07,SELL-000928,56.07,1,1
2018-07,SELL-001609,55.86,1,1
2018-07,SELL-000952,55.46,1,2
2018-07,SELL-000841,55.06,1,1
2018-07,SELL-001313,54.44,1,1
2018-07,SELL-000147,54.25,1,1
2018-07,SELL-001569,54.05,1,1
2018-07,SELL-003012,53.83,1,1
2018-07,SELL-002911,53.27,1,1
2018-07,SELL-001744,52.93,1,1
2018-07,SELL-002254,52.62,2,2
2018-07,SELL-001942,52.61,1,1
2018-07,SELL-000880,52.45,1,1
2018-07,SELL-001037,52.34,1,1
2018-07,SELL-001249,52.13,1,1
2018-07,SELL-000818,52.07,1,1
2018-07,SELL-001241,52.07,1,1
2018-07,SELL-000980,52.04,1,1
2018-07,SELL-002421,51.49,1,1
2018-07,SELL-001764,50.9,1,1
2018-07,SELL-001647,49.12,1,1
2018-07,SELL-000585,48.93,1,1
2018-07,SELL-000342,48.81,1,1
2018-07,SELL-002027,48.43,1,1
2018-07,SELL-001065,48.21,1,1
2018-07,SELL-001095,47.92,1,1
2018-07,SELL-002896,47.9,1,1
2018-07,SELL-001890,47.89,1,1
2018-07,SELL-002561,47.76,1,1
2018-07,SELL-002023,47.4,1,1
2018-07,SELL-002987,47.31,1,1
2018-07,SELL-002609,47.14,1,1
2018-07,SELL-002062,47.04,1,1
2018-07,SELL-001454,46.8,1,1
2018-07,SELL-000505,46.53,1,1
2018-07,SELL-002827,46.03,2,2
2018-07,SELL-001718,44.74,1,1
2018-07,SELL-002856,43.89,1,1
2018-07,SELL-000049,43.41,1,1
2018-07,SELL-000476,43.41,1,1
2018-07,SELL-000687,43.41,1,1
2018-07,SELL-001075,43.28,1,1
2018-07,SELL-001837,43.28,1,1
2018-07,SELL-000992,43.17,1,1
2018-07,SELL-001156,43.08,1,1
2018-07,SELL-002981,42.98,1,1
2018-07,SELL-000443,42.87,1,1
2018-07,SELL-001385,42.76,1,1
2018-07,SELL-001303,42.27,1,1
2018-07,SELL-002371,42.27,1,1
2018-07,SELL-002284,42.19,1,1
2018-07,SELL-000787,41.98,1,1
2018-07,SELL-000111,41.15,1,1
2018-07,SELL-002416,41.05,1,1
2018-07,SELL-000898,40.25,1,1
2018-07,SELL-000302,40.02,1,1
2018-07,SELL-001031,39.17,1,1
2018-07,SELL-000504,38.45,1,1
2018-07,SELL-001021,38.24,1,1
2018-07,SELL-001098,37.85,1,1
2018-07,SELL-001919,37.54,1,1
2018-07,SELL-000598,37.37,1,1
2018-07,SELL-001172,37.26,1,1
2018-07,SELL-002180,35.92,1,1
2018-07,SELL-002216,35.46,1,1
2018-07,SELL-000934,35.4,1,1
2018-07,SELL-002068,33.0,1,1
2018-07,SELL-001399,32.71,1,1
2018-07,SELL-000615,32.51,1,1
2018-07,SELL-002740,31.42,1,1
2018-07,SELL-001158,30.32,1,1
2018-07,SELL-000713,29.22,1,1
2018-07,SELL-000081,28.91,1,1
2018-07,SELL-001311,28.73,1,1
2018-07,SELL-002886,27.79,1,1
2018-07,SELL-002770,25.73,1,1
2018-07,SELL-001885,25.39,1,1
2018-07,SELL-001741,25.23,1,1
2018-07,SELL-000499,24.73,1,1
2018-07,SELL-000042,24.29,1,1
2018-07,SELL-000554,23.48,1,1
2018-08,SELL-000193,21001.34,103,138
2018-08,SELL-001014,18524.25,54,80
2018-08,SELL-000858,16107.75,83,86
2018-08,SELL-001236,16008.5,185,204
2018-08,SELL-001183,11866.07,18,23
2018-08,SELL-002995,11477.74,27,31
2018-08,SELL-001541,10768.84,50,50
2018-08,SELL-003025,9404.46,32,32
2018-08,SELL-000048,9026.74,16,16
2018-08,SELL-000425,8810.4,25,25
2018-08,SELL-001825,8736.22,67,70
2018-08,SELL-000082,8437.01,66,68
2018-08,SELL-002532,8012.84,67,69
2018-08,SELL-002210,7820.89,4,4
2018-08,SELL-002405,6968.98,44,59
2018-08,SELL-002872,6492.52,13,13
2018-08,SELL-000775,6235.92,3,3
2018-08,SELL-001199,6087.12,34,37
2018-08,SELL-000882,5934.42,49,53
2018-08,SELL-000478,5866.62,40,46
2018-08,SELL-001939,5844.34,70,75
2018-08,SELL-002644,5635.11,58,62
2018-08,SELL-002354,5622.78,33,37
2018-08,SELL-001189,5488.89,27,27
2018-08,SELL-002313,5406.05,37,37
2018-08,SELL-001456,5310.36,8,9
2018-08,SELL-001363,5225.89,2,2
2018-08,SELL-001347,5169.42,10,10
2018-08,SELL-000378,5118.75,20,25
2018-08,SELL-002174,4909.95,6,6
2018-08,SELL-001266,4898.32,12,12
2018-08,SELL-002315,4874.32,2,2
2018-08,SELL-001599,4721.18,46,52
2018-08,SELL-000972,4627.97,2,2
2018-08,SELL-000519,4515.11,3,3
2018-08,SELL-001888,4349.04,3,3
2018-08,SELL-002884,4319.01,4,4
2018-08,SELL-002690,4279.41,19,21
2018-08,SELL-000894,4204.27,48,50
2018-08,SELL-001955,4168.4,25,25
2018-08,SELL-002823,4088.05,31,38
2018-08,SELL-002490,4086.73,11,11
2018-08,SELL-002618,4030.04,48,48
2018-08,SELL-002971,3974.15,7,7
2018-08,SELL-000369,3945.16,35,45
2018-08,SELL-000026,3924.49,26,27
2018-08,SELL-002484,3771.42,25,27
2018-08,SELL-003065,3739.01,17,17
2018-08,SELL-000258,3690.42,41,41
2018-08,SELL-001772,3549.03,10,10
2018-08,SELL-001513,3527.26,27,30
2018-08,SELL-002512,3523.43,12,12
2018-08,SELL-003040,3503.31,4,4
2018-08,SELL-002819,3498.38,56,69
2018-08,SELL-002409,3465.72,6,6
2018-08,SELL-002982,3460.29,4,4
2018-08,SELL-000398,3459.06,25,27
2018-08,SELL-000732,3440.58,25,28
2018-08,SELL-001149,3351.35,1,1
2018-08,SELL-000278,3304.29,6,9
2018-08,SELL-002084,3265.26,23,23
2018-08,SELL-000085,3257.02,9,9
2018-08,SELL-002365,3142.94,2,2
2018-08,SELL-002598,3131.41,18,20
2018-08,SELL-001190,3076.13,1,1
2018-08,SELL-001379,3067.41,21,25
2018-08,SELL-002592,3012.1,4,4
2018-08,SELL-000281,2959.57,18,18
2018-08,SELL-000458,2959.55,4,4
2018-08,SELL-001698,2950.62,29,31
2018-08,SELL-000438,2933.62,3,3
2018-08,SELL-002146,2931.74,6,6
2018-08,SELL-000596,2886.54,8,8
2018-08,SELL-000285,2836.22,32,46
2018-08,SELL-001092,2818.46,11,12
2018-08,SELL-001402,2662.87,10,10
2018-08,SELL-001629,2649.25,4,4
2018-08,SELL-001413,2648.67,20,20
2018-08,SELL-002366,2622.91,16,16
2018-08,SELL-002399,2617.87,8,8
2018-08,SELL-003006,2613.69,33,39
2018-08,SELL-002834,2526.67,13,14
2018-08,SELL-002960,2514.27,25,30
2018-08,SELL-001931,2503.71,14,14
2018-08,SELL-000061,2453.26,10,10
2018-08,SELL-001223,2433.49,29,32
2018-08,SELL-000037,2429.09,14,14
2018-08,SELL-001013,2361.54,14,15
2018-08,SELL-001188,2351.29,3,3
2018-08,SELL-002483,2308.2,14,19
2018-08,SELL-000108,2297.84,2,2
2018-08,SELL-002448,2271.94,23,31
2018-08,SELL-003000,2260.68,22,22
2018-08,SELL-000247,2244.84,13,14
2018-08,SELL-000025,2240.37,17,17
2018-08,SELL-001051,2239.49,14,14
2018-08,SELL-000707,2218.19,4,4
2018-08,SELL-002619,2214.07,12,12
2018-08,SELL-000293,2206.03,30,39
2018-08,SELL-002170,2187.54,14,15
2018-08,SELL-001665,2166.04,2,2
2018-08,SELL-000074,2160.89,4,4
2018-08,SELL-001739,2155.35,1,1
2018-08,SELL-002482,2147.83,25,25
2018-08,SELL-001657,2136.93,15,19
2018-08,SELL-001215,2124.67,17,17
2018-08,SELL-001468,2123.24,17,20
2018-08,SELL-002657,2105.09,19,19
2018-08,SELL-002702,2098.36,21,22
2018-08,SELL-001736,2051.55,32,33
2018-08,SELL-001506,2017.72,18,18
2018-08,SELL-000676,1978.18,1,1
2018-08,SELL-000363,1955.93,10,10
2018-08,SELL-002549,1949.66,25,29
2018-08,SELL-000924,1948.54,15,16
2018-08,SELL-003080,1938.74,6,6
2018-08,SELL-002630,1913.44,15,15
2018-08,SELL-002837,1912.72,40,40
2018-08,SELL-001840,1893.17,3,3
2018-08,SELL-001591,1883.15,16,16
2018-08,SELL-002152,1866.98,3,3
2018-08,SELL-002866,1826.54,2,2
2018-08,SELL-001057,1819.57,3,3
2018-08,SELL-001133,1814.37,2,3
2018-08,SELL-002650,1807.79,8,9
2018-08,SELL-002160,1804.08,12,14
2018-08,SELL-002474,1789.02,1,1
2018-08,SELL-000125,1781.06,10,10
2018-08,SELL-001025,1748.42,22,25
2018-08,SELL-001536,1744.45,9,12
2018-08,SELL-000694,1741.14,10,11
2018-08,SELL-000535,1736.97,7,7
2018-08,SELL-000433,1732.82,9,9
2018-08,SELL-000669,1723.85,22,23
2018-08,SELL-001141,1703.82,14,15
2018-08,SELL-001274,1697.08,21,21
2018-08,SELL-001713,1663.57,15,15
2018-08,SELL-001602,1663.3,2,2
2018-08,SELL-002581,1656.05,13,15
2018-08,SELL-000468,1623.35,11,11
2018-08,SELL-000211,1596.66,3,3
2018-08,SELL-002810,1593.48,6,6
2018-08,SELL-002660,1592.66,3,3
2018-08,SELL-001246,1587.32,9,9
2018-08,SELL-001032,1583.54,7,7
2018-08,SELL-001006,1578.06,2,2
2018-08,SELL-003032,1575.26,5,6
2018-08,SELL-001262,1572.65,25,25
2018-08,SELL-001498,1572.23,10,10
2018-08,SELL-000503,1549.6,15,16
2018-08,SELL-001997,1543.1,9,9
2018-08,SELL-001254,1542.13,12,13
2018-08,SELL-000844,1531.21,6,6
2018-08,SELL-001670,1521.35,14,16
2018-08,SELL-001593,1517.3,9,11
2018-08,SELL-002453,1498.45,11,12
2018-08,SELL-001054,1496.34,23,24
2018-08,SELL-000310,1490.52,7,8
2018-08,SELL-000766,1478.43,9,10
2018-08,SELL-001703,1475.92,8,8
2018-08,SELL-001418,1475.12,5,5
2018-08,SELL-000051,1474.76,1,2
2018-08,SELL-000100,1471.39,18,18
2018-08,SELL-001613,1463.25,2,2
2018-08,SELL-002701,1459.59,8,8
2018-08,SELL-001989,1456.32,8,8
2018-08,SELL-001443,1455.93,8,8
2018-08,SELL-001088,1455.33,14,14
2018-08,SELL-002238,1451.28,2,2
2018-08,SELL-001749,1451.2,10,10
2018-08,SELL-001570,1435.62,6,6
2018-08,SELL-000609,1413.51,13,16
2018-08,SELL-001886,1405.32,23,27
2018-08,SELL-003082,1401.58,7,7
2018-08,SELL-002134,1394.44,8,8
2018-08,SELL-000261,1382.68,6,10
2018-08,SELL-000696,1373.28,5,6
2018-08,SELL-000616,1367.75,1,1
2018-08,SELL-000750,1362.89,10,10
